index,coefficient
0,0.0003551054827891066
1,0.0007102109655782132
2,0.0003551054827891066
3,-0.8210462451320221
4,0
5,1
6,2
7,1
8,-1.573115120580259
9,0.7368513874533423
10,1
11,1
12,0
13,-1.5087768072123138
14,0.8965891761302609
