index,coefficient
0,0.0002131387269750788
1,0.0004262774539501576
2,0.0002131387269750788
3,-1.5990818100659656
4,0.757867157391916
5,1
6,2
7,1
8,-1.7174288220682448
9,0.8102366964298165
10,1
11,-2
12,1
13,-1.637901419108829
14,0.878904341049158
15,1
16,-2
17,1
18,-1.8637674918691074
19,0.9327072408685074
