index,coefficient
0,-4.279984906542646e-06
1,-4.4237813271878695e-21
2,6.848730818740387e-06
3,1.330939912358772e-05
4,1.535139015607926e-05
5,9.892817539482112e-06
6,-3.0427737548260047e-06
7,-1.924719557784064e-05
8,-3.1266623103935746e-05
9,-3.142778226363813e-05
10,-1.5884537503839383e-05
11,1.222203474052984e-05
12,4.241499945295637e-05
13,6.026254431741965e-05
14,5.3674100727122825e-05
15,1.9585943186595377e-05
16,-3.228211241995859e-05
17,-8.118196151902238e-05
18,-0.00010297513209639397
19,-8.115151808872226e-05
20,-1.6509943943085752e-05
21,6.953608233561214e-05
22,0.00014094986254697123
23,0.00016131471053645231
24,0.00011106568738845933
25,-4.872405364881088e-19
26,-0.00013180391218983137
27,-0.00022722211555786212
28,-0.0002357382502982992
29,-0.0001381679679552958
30,3.900341204535144e-05
31,0.00022815522726102953
32,0.00034494789725695316
33,0.00032447294780633295
34,0.00015420437734162495
35,-0.00011202891883959353
36,-0.0003684387600354192
37,-0.0004977030477545796
38,-0.0004227012024742195
39,-0.00014746926326494924
40,0.00023293861418303928
41,0.0005626035715078592
42,0.0006867498754403329
43,0.0005217654837714923
44,0.00010250944687553385
45,-0.0004175807965819392
46,-0.0008198434381008562
47,-0.0009100329034521444
48,-0.0006084464202454
49,5.710520107232753e-18
50,0.0006832547924957985
51,0.0011476223690287755
52,0.0011611729127562003
53,0.0006643462068431814
54,-0.00018322777784295695
55,-0.001048053936959017
56,-0.0015506626259891923
57,-0.0014285118281701806
58,-0.0006653662022485826
59,0.0004740864777760885
60,0.0015302047961604462
61,0.0020299934583508776
62,0.0016942286926003257
63,0.0005811927522222298
64,-0.0009032311414997332
65,-0.0021475869968028884
66,-0.0025821661380249707
67,-0.0019334803755142137
68,-0.00037457989395490337
69,0.0015054663924908237
70,0.0029177122755262466
71,0.0031987368137164954
72,0.002113396833699593
73,-4.456007000484034e-18
74,-0.002321110243126706
75,-0.0038585986353062937
76,-0.0038661025249363576
77,-0.002191528601124837
78,0.0005991744744213397
79,0.003399316193850337
80,0.004991283091230735
81,0.004565748223859535
82,0.002112878849550296
83,-0.001496638548283839
84,-0.004805322586797165
85,-0.006345399644359107
86,-0.00527492613715173
87,-0.0018036223982046272
88,0.0027958929848140523
89,0.006635897185052033
90,0.007970935514438594
91,0.0059677468419146165
92,0.001157051794105427
93,-0.004658383729566881
94,-0.009053365363778348
95,-0.009963923454741131
96,-0.006616618523293534
97,7.019987318682659e-18
98,0.007370442625008086
99,0.012367269708336317
100,0.012528501959920823
101,0.007193931908086687
102,-0.001996491061987443
103,-0.011524110492579542
104,-0.017260827389695123
105,-0.01615384295359785
106,-0.0076738579993330565
107,0.005601589440543327
108,0.018617540109975326
109,0.025583056717364078
110,0.02227007248772251
111,0.0080341078314796
112,-0.01326210819141788
113,-0.033908663530110905
114,-0.04453240456279965
115,-0.03717545172028365
116,-0.008257500558350787
117,0.03962882497805528
118,0.09780419558946223
119,0.15357534881209184
120,0.19372310202754878
121,0.20832997810180537
122,0.19372310202754878
123,0.15357534881209184
124,0.09780419558946223
125,0.03962882497805528
126,-0.008257500558350787
127,-0.03717545172028365
128,-0.04453240456279965
129,-0.033908663530110905
130,-0.01326210819141788
131,0.0080341078314796
132,0.02227007248772251
133,0.025583056717364078
134,0.018617540109975326
135,0.005601589440543327
136,-0.0076738579993330565
137,-0.01615384295359785
138,-0.017260827389695123
139,-0.011524110492579542
140,-0.001996491061987443
141,0.007193931908086687
142,0.012528501959920823
143,0.012367269708336317
144,0.007370442625008086
145,7.019987318682659e-18
146,-0.006616618523293534
147,-0.009963923454741131
148,-0.009053365363778348
149,-0.004658383729566881
150,0.001157051794105427
151,0.0059677468419146165
152,0.007970935514438594
153,0.006635897185052033
154,0.0027958929848140523
155,-0.0018036223982046272
156,-0.00527492613715173
157,-0.006345399644359111
158,-0.004805322586797165
159,-0.001496638548283839
160,0.002112878849550296
161,0.004565748223859535
162,0.004991283091230735
163,0.003399316193850337
164,0.0005991744744213397
165,-0.002191528601124837
166,-0.0038661025249363576
167,-0.0038585986353062937
168,-0.002321110243126706
169,-4.456007000484034e-18
170,0.002113396833699593
171,0.0031987368137164954
172,0.0029177122755262466
173,0.0015054663924908248
174,-0.00037457989395490337
175,-0.0019334803755142137
176,-0.0025821661380249707
177,-0.0021475869968028884
178,-0.0009032311414997332
179,0.0005811927522222298
180,0.0016942286926003272
181,0.0020299934583508776
182,0.0015302047961604447
183,0.0004740864777760885
184,-0.0006653662022485826
185,-0.0014285118281701806
186,-0.0015506626259891923
187,-0.001048053936959017
188,-0.00018322777784295695
189,0.0006643462068431819
190,0.0011611729127562003
191,0.0011476223690287755
192,0.0006832547924957985
193,5.710520107232753e-18
194,-0.0006084464202454
195,-0.0009100329034521444
196,-0.0008198434381008562
197,-0.0004175807965819392
198,0.00010250944687553368
199,0.0005217654837714923
200,0.0006867498754403329
201,0.0005626035715078592
202,0.00023293861418303928
203,-0.00014746926326494924
