index,coefficient
204,-0.0004227012024742195
205,-0.0004977030477545801
206,-0.000368438760035419
207,-0.00011202891883959353
208,0.00015420437734162495
209,0.00032447294780633295
210,0.00034494789725695316
211,0.00022815522726102953
212,3.900341204535144e-05
213,-0.0001381679679552958
214,-0.0002357382502982989
215,-0.00022722211555786172
216,-0.00013180391218983137
217,-4.872405364881088e-19
218,0.00011106568738845933
219,0.00016131471053645231
220,0.00014094986254697123
221,6.953608233561221e-05
222,-1.6509943943085728e-05
223,-8.115151808872216e-05
224,-0.00010297513209639397
225,-8.118196151902238e-05
226,-3.228211241995859e-05
227,1.9585943186595377e-05
228,5.3674100727122825e-05
229,6.026254431741969e-05
230,4.241499945295633e-05
231,1.2222034740529822e-05
232,-1.5884537503839383e-05
233,-3.142778226363813e-05
234,-3.1266623103935746e-05
235,-1.924719557784064e-05
236,-3.0427737548260047e-06
237,9.892817539482138e-06
238,1.535139015607923e-05
239,1.3309399123587683e-05
240,6.848730818740387e-06
241,-4.4237813271878695e-21
242,-4.279984906542646e-06
