index,coefficient
0,-0.0004922033197028012
1,-0.0003201265597116924
2,-2.5821516148772975e-18
3,0.00036361504457159123
4,0.0006316503107917007
5,0.0006702962660431527
6,0.0004064328043717441
7,-0.00011966273118343533
8,-0.0007340346044891197
9,-0.0011675914667178856
10,-0.0011573864960819488
11,-0.0005798949708056935
12,0.00044397345463514194
13,0.0015372244267355143
14,0.002183217349539102
15,0.0019463885162740084
16,0.0007115989656346963
17,-0.0011759001133009122
18,-0.0029661868902638054
19,-0.003775431037300242
20,-0.0029865257946837974
21,-0.0006100771708256122
22,0.002580843321265594
23,0.0052564396483966895
24,0.006047431962662159
25,0.004187758769345176
26,-2.6810309612336866e-17
27,-0.005037898139096311
28,-0.008756120936949597
29,-0.009168923719589592
30,-0.0054312435787053645
31,0.0015519496936085104
32,0.009206351883015147
33,0.014145919191993232
34,0.013557489905046058
35,0.0065844354609005664
36,-0.0049057574357156365
37,-0.01661556695294092
38,-0.02323106640749241
39,-0.02054490145364716
40,-0.007518690911166715
41,0.012572127547509545
42,0.032514693264512624
43,0.04313296655701072
44,0.03632068298827852
45,0.00812678905404774
46,-0.0392345507092075
47,-0.09727960569406312
48,-0.15325561919233294
49,-0.1937017370413857
50,0.7920872263858141
51,-0.1937017370413857
52,-0.15325561919233294
53,-0.0972796056940631
54,-0.039234550709207505
55,0.008126789054047743
56,0.03632068298827852
57,0.04313296655701073
58,0.03251469326451262
59,0.012572127547509549
60,-0.0075186909111667165
61,-0.020544901453647162
62,-0.023231066407492416
63,-0.01661556695294092
64,-0.004905757435715636
65,0.006584435460900567
66,0.013557489905046054
67,0.01414591919199323
68,0.009206351883015143
69,0.0015519496936085104
70,-0.005431243578705366
71,-0.009168923719589588
72,-0.008756120936949597
73,-0.0050378981390963124
74,-2.6810309612336866e-17
75,0.004187758769345177
76,0.0060474319626621625
77,0.005256439648396691
78,0.0025808433212655955
79,-0.0006100771708256121
80,-0.0029865257946837982
81,-0.0037754310373002455
82,-0.0029661868902638084
83,-0.0011759001133009113
84,0.000711598965634696
85,0.0019463885162740093
86,0.002183217349539104
87,0.0015372244267355163
88,0.0004439734546351423
89,-0.0005798949708056933
90,-0.0011573864960819492
91,-0.0011675914667178867
92,-0.0007340346044891208
93,-0.00011966273118343543
94,0.0004064328043717441
95,0.0006702962660431527
96,0.0006316503107917011
97,0.00036361504457159123
98,-2.582151614877299e-18
99,-0.0003201265597116924
100,-0.0004922033197028012
